Level,Date and Time,Source,Event ID,Task Category
Warning,7/1/2020 23:23:02,Microsoft-Windows-DistributedCOM,10016,None,"The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{2593F8B9-4EAF-457C-B68A-50F6B8EA6B54}
 and APPID 
{15C20B67-12E7-4BB6-92BB-7AFF07997402}
 to the user LAPTOP-PR1MKK5U\Renars SID (S-1-5-21-850498477-2290094382-3762704528-1001) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool."
Information,7/1/2020 23:22:54,Microsoft-Windows-Kernel-General,16,None,The access history in hive \??\C:\Users\Renars\AppData\Local\Packages\Microsoft.SkypeApp_kzf8qxf38zg5c\Settings\settings.dat was cleared updating 2 keys and creating 1 modified pages.
Information,7/1/2020 23:22:52,Microsoft-Windows-Kernel-General,16,None,The access history in hive \??\C:\Users\Renars\AppData\Local\Packages\Microsoft.LockApp_cw5n1h2txyewy\Settings\settings.dat was cleared updating 3 keys and creating 1 modified pages.
Warning,7/1/2020 23:22:52,Netwtw08,6062,None,6062 - Lso was triggered
Information,7/1/2020 23:22:51,Microsoft-Windows-Kernel-General,16,None,The access history in hive \??\C:\Users\Renars\AppData\Local\Packages\Microsoft.YourPhone_8wekyb3d8bbwe\Settings\settings.dat was cleared updating 24 keys and creating 7 modified pages.
Information,7/1/2020 23:22:51,Microsoft-Windows-Kernel-General,16,None,The access history in hive \??\C:\Users\Renars\AppData\Local\Packages\4DF9E0F8.Netflix_mcm4njqhnhss8\Settings\settings.dat was cleared updating 2 keys and creating 1 modified pages.
Information,7/1/2020 23:22:51,Microsoft-Windows-Kernel-General,16,None,The access history in hive \??\C:\Users\Renars\AppData\Local\Packages\Microsoft.Windows.ContentDeliveryManager_cw5n1h2txyewy\Settings\settings.dat was cleared updating 751 keys and creating 48 modified pages.
Information,7/1/2020 23:22:51,Microsoft-Windows-Kernel-General,16,None,The access history in hive \??\C:\Users\Renars\AppData\Local\Packages\Microsoft.AAD.BrokerPlugin_cw5n1h2txyewy\Settings\settings.dat was cleared updating 5 keys and creating 1 modified pages.
Information,7/1/2020 23:22:50,Microsoft-Windows-Power-Troubleshooter,1,None,"The system has returned from a low power state.

Sleep Time: ‎2020‎-‎06‎-‎30T23:34:14.820291000Z
Wake Time: ‎2020‎-‎07‎-‎01T21:22:49.036604900Z

Wake Source: Unknown"
Information,7/1/2020 23:22:50,Microsoft-Windows-Kernel-General,16,None,The access history in hive \??\C:\Users\Renars\AppData\Local\Packages\Microsoft.Windows.Cortana_cw5n1h2txyewy\Settings\settings.dat was cleared updating 87 keys and creating 35 modified pages.
Information,7/1/2020 23:22:50,Microsoft-Windows-Kernel-General,16,None,The access history in hive \??\C:\Users\Renars\AppData\Local\Packages\Microsoft.Windows.StartMenuExperienceHost_cw5n1h2txyewy\Settings\settings.dat was cleared updating 3 keys and creating 1 modified pages.
Information,7/1/2020 23:22:50,BTHUSB,18,None,Windows cannot store Bluetooth authentication codes (link keys) on the local adapter. Bluetooth keyboards might not work in the system BIOS during startup.
Information,7/1/2020 23:22:49,Service Control Manager,7040,None,The start type of the Background Intelligent Transfer Service service was changed from demand start to auto start.
Warning,7/1/2020 23:22:49,Microsoft-Windows-DistributedCOM,10016,None,"The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{6B3B8D23-FA8D-40B9-8DBD-B950333E2C52}
 and APPID 
{4839DDB7-58C2-48F5-8283-E1D1807D0D7D}
 to the user NT AUTHORITY\LOCAL SERVICE SID (S-1-5-19) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool."
Warning,7/1/2020 23:22:49,Microsoft-Windows-DistributedCOM,10016,None,"The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{6B3B8D23-FA8D-40B9-8DBD-B950333E2C52}
 and APPID 
{4839DDB7-58C2-48F5-8283-E1D1807D0D7D}
 to the user NT AUTHORITY\LOCAL SERVICE SID (S-1-5-19) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool."
Information,7/1/2020 23:22:49,Microsoft-Windows-Kernel-General,16,None,The access history in hive \??\C:\Users\Renars\AppData\Local\Microsoft\Windows\UsrClass.dat was cleared updating 9577 keys and creating 949 modified pages.
Information,7/1/2020 23:22:49,Microsoft-Windows-Kernel-General,16,None,The access history in hive \??\C:\Users\Renars\ntuser.dat was cleared updating 3145 keys and creating 533 modified pages.
Information,7/1/2020 23:22:49,Microsoft-Windows-Winlogon,7001,(1101),User Logon Notification for Customer Experience Improvement Program
Information,7/1/2020 23:22:48,Microsoft-Windows-Kernel-General,16,None,The access history in hive \Device\HarddiskVolume1\EFI\Microsoft\Boot\BCD was cleared updating 96 keys and creating 6 modified pages.
Information,7/1/2020 23:22:48,Microsoft-Windows-Kernel-Boot,27,(33),The boot type was 0x1.
Information,7/1/2020 23:22:48,Microsoft-Windows-Kernel-Boot,25,(32),The boot menu policy was 0x1.
Information,7/1/2020 23:22:48,Microsoft-Windows-Kernel-Boot,32,(58),The bootmgr spent 0 ms waiting for user input.
Information,7/1/2020 23:22:48,Microsoft-Windows-Kernel-Boot,18,(57),There are 0x1 boot options on this system.
Information,7/1/2020 23:22:48,Microsoft-Windows-Kernel-Boot,30,(21),The firmware reported boot metrics.
Warning,7/1/2020 23:22:48,Microsoft-Windows-Time-Service,134,None,"NtpClient was unable to set a manual peer to use as a time source because of DNS resolution error on 'time.windows.com,0x9'. NtpClient will try again in 15 minutes and double the reattempt interval thereafter. The error was: No such host is known. (0x80072AF9)"
Information,7/1/2020 23:22:48,Netwtw08,7021,None,7021 - Connection telemetry fields and analysis usage
Information,7/1/2020 23:22:47,Netwtw08,7026,None,7026 - Dump after return from D3 after cmd
Information,7/1/2020 23:22:47,Netwtw08,7025,None,7025 - Dump after return from D3 before cmd 
Information,7/1/2020 23:22:47,Microsoft-Windows-Kernel-General,1,(5),"The system time has changed to ‎2020‎-‎07‎-‎01T21:22:47.500000000Z from ‎2020‎-‎06‎-‎30T23:34:17.935568200Z.

Change Reason: System time synchronized with the hardware clock.
Process: '' (PID 4)."
Information,7/1/2020 1:34:17,Microsoft-Windows-Kernel-Power,107,(102),The system has resumed from sleep.
Information,7/1/2020 23:22:47,EventLog,6013,None,The system uptime is 132935 seconds.
Information,7/1/2020 1:34:16,Microsoft-Windows-Kernel-General,1,(5),"The system time has changed to ‎2020‎-‎06‎-‎30T23:34:11.500000000Z from ‎2020‎-‎06‎-‎30T23:34:16.140388900Z.

Change Reason: System time synchronized with the hardware clock.
Process: '' (PID 4)."
Information,7/1/2020 1:34:15,Microsoft-Windows-Kernel-Power,42,(64),"The system is entering sleep.

Sleep Reason: Application API"
Information,7/1/2020 1:34:14,Microsoft-Windows-Kernel-Power,187,(243),User-mode process attempted to change the system state by calling SetSuspendState or SetSystemPowerState APIs.
Information,7/1/2020 1:34:14,Win32k,267,None,Touch/Touchpad Hardware Quality Assurance verification succeeded.
Information,7/1/2020 1:34:14,Microsoft-Windows-Winlogon,7002,(1102),User Logoff Notification for Customer Experience Improvement Program
Information,7/1/2020 1:34:13,User32,1074,None,"The process C:\Windows\System32\RuntimeBroker.exe (LAPTOP-PR1MKK5U) has initiated the power off of computer LAPTOP-PR1MKK5U on behalf of user LAPTOP-PR1MKK5U\Renars for the following reason: Other (Unplanned)
 Reason Code: 0x0
 Shutdown Type: power off
 Comment: "
Warning,7/1/2020 1:29:42,Microsoft-Windows-DistributedCOM,10016,None,"The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{2593F8B9-4EAF-457C-B68A-50F6B8EA6B54}
 and APPID 
{15C20B67-12E7-4BB6-92BB-7AFF07997402}
 to the user LAPTOP-PR1MKK5U\Renars SID (S-1-5-21-850498477-2290094382-3762704528-1001) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool."
Warning,7/1/2020 1:07:49,Microsoft-Windows-DistributedCOM,10016,None,"The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{2593F8B9-4EAF-457C-B68A-50F6B8EA6B54}
 and APPID 
{15C20B67-12E7-4BB6-92BB-7AFF07997402}
 to the user LAPTOP-PR1MKK5U\Renars SID (S-1-5-21-850498477-2290094382-3762704528-1001) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool."
Warning,7/1/2020 1:07:49,Microsoft-Windows-DistributedCOM,10016,None,"The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{2593F8B9-4EAF-457C-B68A-50F6B8EA6B54}
 and APPID 
{15C20B67-12E7-4BB6-92BB-7AFF07997402}
 to the user LAPTOP-PR1MKK5U\Renars SID (S-1-5-21-850498477-2290094382-3762704528-1001) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool."
Information,7/1/2020 0:43:26,Service Control Manager,7040,None,The start type of the Background Intelligent Transfer Service service was changed from auto start to demand start.
Information,7/1/2020 0:32:45,Service Control Manager,7040,None,The start type of the Background Intelligent Transfer Service service was changed from demand start to auto start.
Warning,7/1/2020 0:31:45,Microsoft-Windows-DistributedCOM,10016,None,"The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{2593F8B9-4EAF-457C-B68A-50F6B8EA6B54}
 and APPID 
{15C20B67-12E7-4BB6-92BB-7AFF07997402}
 to the user LAPTOP-PR1MKK5U\Renars SID (S-1-5-21-850498477-2290094382-3762704528-1001) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool."
Warning,7/1/2020 0:17:27,Microsoft-Windows-DistributedCOM,10016,None,"The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{2593F8B9-4EAF-457C-B68A-50F6B8EA6B54}
 and APPID 
{15C20B67-12E7-4BB6-92BB-7AFF07997402}
 to the user LAPTOP-PR1MKK5U\Renars SID (S-1-5-21-850498477-2290094382-3762704528-1001) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool."
Warning,7/1/2020 0:16:51,Microsoft-Windows-DistributedCOM,10016,None,"The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{2593F8B9-4EAF-457C-B68A-50F6B8EA6B54}
 and APPID 
{15C20B67-12E7-4BB6-92BB-7AFF07997402}
 to the user LAPTOP-PR1MKK5U\Renars SID (S-1-5-21-850498477-2290094382-3762704528-1001) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool."
Warning,6/30/2020 23:46:59,Microsoft-Windows-DistributedCOM,10016,None,"The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{2593F8B9-4EAF-457C-B68A-50F6B8EA6B54}
 and APPID 
{15C20B67-12E7-4BB6-92BB-7AFF07997402}
 to the user LAPTOP-PR1MKK5U\Renars SID (S-1-5-21-850498477-2290094382-3762704528-1001) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool."
Warning,6/30/2020 23:10:13,Microsoft-Windows-DistributedCOM,10016,None,"The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{2593F8B9-4EAF-457C-B68A-50F6B8EA6B54}
 and APPID 
{15C20B67-12E7-4BB6-92BB-7AFF07997402}
 to the user LAPTOP-PR1MKK5U\Renars SID (S-1-5-21-850498477-2290094382-3762704528-1001) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool."
Warning,6/30/2020 20:00:47,Microsoft-Windows-DistributedCOM,10016,None,"The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{2593F8B9-4EAF-457C-B68A-50F6B8EA6B54}
 and APPID 
{15C20B67-12E7-4BB6-92BB-7AFF07997402}
 to the user LAPTOP-PR1MKK5U\Renars SID (S-1-5-21-850498477-2290094382-3762704528-1001) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool."
Warning,6/30/2020 20:00:34,Microsoft-Windows-DistributedCOM,10016,None,"The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{2593F8B9-4EAF-457C-B68A-50F6B8EA6B54}
 and APPID 
{15C20B67-12E7-4BB6-92BB-7AFF07997402}
 to the user LAPTOP-PR1MKK5U\Renars SID (S-1-5-21-850498477-2290094382-3762704528-1001) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool."
Warning,6/30/2020 19:59:37,Microsoft-Windows-DistributedCOM,10016,None,"The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{2593F8B9-4EAF-457C-B68A-50F6B8EA6B54}
 and APPID 
{15C20B67-12E7-4BB6-92BB-7AFF07997402}
 to the user LAPTOP-PR1MKK5U\Renars SID (S-1-5-21-850498477-2290094382-3762704528-1001) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool."
